Collection,Title,Version,DOI,Dataset Progress,Level,Granularity,Granule Size,Format,Creation Date,Data Start Date,Data End Date,Mission/Project,Metadata Author,L2,L34RS,GeoTiff,Giovanni,AIRS L1L2,WCS,WMS,THREDDS,OPeNDAP,GDS,Worldview
MA_HIRS2_NOAA07_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1981-09-01T00:00:00.000Z,1985-02-28T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA08_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1983-05-01T00:00:00.000Z,1984-06-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA08_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1983-05-01T00:00:00.000Z,1984-06-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA08_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1983-05-01T00:00:00.000Z,1984-06-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA09_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1985-02-01T00:00:00.000Z,1988-10-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA09_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1985-02-01T00:00:00.000Z,1988-10-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA09_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1985-02-01T00:00:00.000Z,1988-10-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA10_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1986-12-01T00:00:00.000Z,1991-09-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA10_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1986-12-01T00:00:00.000Z,1991-09-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA10_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1986-12-01T00:00:00.000Z,1991-09-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA11_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1988-11-01T00:00:00.000Z,1999-02-28T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA11_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1988-11-01T00:00:00.000Z,1999-02-28T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA11_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1988-11-01T00:00:00.000Z,1999-02-28T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA12_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1991-09-01T00:00:00.000Z,1997-05-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA12_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1991-09-01T00:00:00.000Z,1997-05-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA12_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1991-09-01T00:00:00.000Z,1997-05-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA14_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1995-05-01T00:00:00.000Z,2006-09-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA14_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1995-05-01T00:00:00.000Z,2006-09-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_NOAA14_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1995-05-01T00:00:00.000Z,2006-09-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_TIROSN_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1979-01-01T00:00:00.000Z,1980-01-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_TIROSN_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1979-01-01T00:00:00.000Z,1980-01-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS2_TIROSN_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1979-01-01T00:00:00.000Z,1980-01-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS3_AM_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,2005-01-01T00:00:00.000Z,2006-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS3_AM_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,2005-01-01T00:00:00.000Z,2006-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS3_AM_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,2005-01-01T00:00:00.000Z,2006-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS3_NOAA15_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1998-09-01T00:00:00.000Z,2000-06-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS3_NOAA15_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1998-09-01T00:00:00.000Z,2000-06-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS3_NOAA15_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1998-09-01T00:00:00.000Z,2000-06-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS3_NOAA16_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,2001-01-01T00:00:00.000Z,2004-05-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS3_NOAA16_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,2001-01-01T00:00:00.000Z,2004-05-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS3_NOAA16_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,2001-01-01T00:00:00.000Z,2004-05-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS3_NOAA17_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,2002-08-01T00:00:00.000Z,2009-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS3_NOAA17_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,2002-08-01T00:00:00.000Z,2009-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_HIRS3_NOAA17_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,2002-08-01T00:00:00.000Z,2009-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MHS_NOAA18_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,2005-11-01T00:00:00.000Z,2009-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MHS_NOAA18_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,2005-11-01T00:00:00.000Z,2009-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MHS_NOAA18_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,2005-11-01T00:00:00.000Z,2009-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MON_CONV_OBS,Gridded 6 hours Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,11 MB per file,HDF5,2011-06-01T00:00:00.000Z,1979-01-01T00:00:00.000Z,2009-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MON_CONV_OMA,Gridded 6 hours Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,11 MB per file,HDF5,2011-06-01T00:00:00.000Z,1979-01-01T00:00:00.000Z,2009-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MON_CONV_OMF,Gridded 6 hours Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,11 MB per file,HDF5,2011-06-01T00:00:00.000Z,1979-01-01T00:00:00.000Z,2009-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA06_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1979-07-01T00:00:00.000Z,1986-10-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA06_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1979-07-01T00:00:00.000Z,1986-10-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA06_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1979-07-01T00:00:00.000Z,1986-10-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA07_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1981-09-01T00:00:00.000Z,1985-02-28T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA07_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1981-09-01T00:00:00.000Z,1985-02-28T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA07_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1981-09-01T00:00:00.000Z,1985-02-28T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA08_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1983-05-01T00:00:00.000Z,1984-06-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA08_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1983-05-01T00:00:00.000Z,1984-06-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA08_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1983-05-01T00:00:00.000Z,1984-06-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA09_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1985-01-01T00:00:00.000Z,1987-03-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA09_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1985-01-01T00:00:00.000Z,1987-03-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA09_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1985-01-01T00:00:00.000Z,1987-03-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA10_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1986-12-01T00:00:00.000Z,1991-09-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA10_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1986-12-01T00:00:00.000Z,1991-09-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA10_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1986-12-01T00:00:00.000Z,1991-09-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA11_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1988-11-01T00:00:00.000Z,1999-02-28T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA11_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1988-11-01T00:00:00.000Z,1999-02-28T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA11_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1988-11-01T00:00:00.000Z,1999-02-28T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA12_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1991-09-01T00:00:00.000Z,1997-05-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA12_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1991-09-01T00:00:00.000Z,1997-05-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA12_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1991-09-01T00:00:00.000Z,1997-05-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA14_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1995-05-01T00:00:00.000Z,2006-10-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA14_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1995-05-01T00:00:00.000Z,2006-10-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_NOAA14_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1995-05-01T00:00:00.000Z,2006-10-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_TIROSN_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1979-01-01T00:00:00.000Z,1979-06-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_TIROSN_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1979-01-01T00:00:00.000Z,1979-06-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_MSU_TIROSN_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,0.76 MB per file,HDF5,2011-06-01T00:00:00.000Z,1979-01-01T00:00:00.000Z,1979-06-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_SSMI_DMSP08_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,1.9 MB per file,HDF5,2011-06-01T00:00:00.000Z,1987-07-01T00:00:00.000Z,1991-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_SSMI_DMSP08_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,1.9 MB per file,HDF5,2011-06-01T00:00:00.000Z,1987-07-01T00:00:00.000Z,1991-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_SSMI_DMSP08_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,1.9 MB per file,HDF5,2011-06-01T00:00:00.000Z,1987-07-01T00:00:00.000Z,1991-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_SSMI_DMSP10_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,1.9 MB per file,HDF5,2011-06-01T00:00:00.000Z,1990-12-01T00:00:00.000Z,1997-11-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_SSMI_DMSP10_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,1.9 MB per file,HDF5,2011-06-01T00:00:00.000Z,1990-12-01T00:00:00.000Z,1997-11-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_SSMI_DMSP10_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,1.9 MB per file,HDF5,2011-06-01T00:00:00.000Z,1990-12-01T00:00:00.000Z,1997-11-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_SSMI_DMSP11_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,1.9 MB per file,HDF5,2011-06-01T00:00:00.000Z,1991-12-01T00:00:00.000Z,1999-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_SSMI_DMSP11_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,1.9 MB per file,HDF5,2011-06-01T00:00:00.000Z,1991-12-01T00:00:00.000Z,1999-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_SSMI_DMSP11_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,1.9 MB per file,HDF5,2011-06-01T00:00:00.000Z,1991-12-01T00:00:00.000Z,1999-12-31T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_SSMI_DMSP13_OBS,Gridded Monthly Time-Mean Observation (obs) Values V001,001,,COMPLETE,4,1 month,1.9 MB per file,HDF5,2011-06-01T00:00:00.000Z,1995-05-01T00:00:00.000Z,2009-11-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_SSMI_DMSP13_OMA,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values V001,001,,COMPLETE,4,1 month,1.9 MB per file,HDF5,2011-06-01T00:00:00.000Z,1995-05-01T00:00:00.000Z,2009-11-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
MA_SSMI_DMSP13_OMF,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values V001,001,,COMPLETE,4,1 month,1.9 MB per file,HDF5,2011-06-01T00:00:00.000Z,1995-05-01T00:00:00.000Z,2009-11-30T23:59:59.000Z,MERRA TIME-MEAN OBSERVATION DATA,DANA OSTRENGA,,,,,,,,,,,
